Molecule,Atom,x_coord,y_coord,z_coord,sigma_iso,sigma_xx,sigma_yy,sigma_zz,dia_sigma_xx,dia_sigma_yy,dia_sigma_zz,para_sigma_xx,para_sigma_yy,para_sigma_zz,sigma_11,sigma_22,sigma_33,s_tot_symmetry,span,skew
KLaL_cation_pi_RCCE_opt_0p3.xyz,Nucleus 45C :,-0.61955,-0.72075,-14.04083,58.44,176.49,47.41,-48.57,304.63,226.09,211.97,-35.93,-178.99,-352.43,-48.57,47.41,176.49,0,225.06,-0.15
KLaL_cation_pi_RCCE_opt_0p3.xyz,Nucleus 47C :,-0.34639,1.74638,-16.01492,46.87,-56.09,39.7,157.01,172.54,305.0,230.9,-307.38,-187.6,-72.83,-56.09,39.7,157.01,0,213.1,-0.1
KLaL_cation_pi_RCCE_opt_0p3.xyz,Nucleus 49C :,-0.35573,2.75022,-16.04481,46.57,161.51,-24.45,2.64,224.18,260.4,303.88,-101.18,-245.66,-301.91,-24.45,2.64,161.51,0,185.96,-0.71
KLaL_cation_pi_RCCE_opt_0p3.xyz,Nucleus 50C :,-0.07021,1.25851,-16.85674,22.73,-69.74,16.12,121.81,144.09,262.9,280.42,-34.74,-248.85,-335.63,-69.74,16.12,121.81,0,191.55,-0.1
KLaL_cation_pi_RCCE_opt_0p3.xyz,Nucleus 51C :,-0.64706,1.08323,-14.92389,28.53,-57.97,105.11,38.44,152.56,295.78,271.65,-81.84,-227.47,-325.09,-57.97,38.44,105.11,0,163.08,0.18
KLaL_cation_pi_RCCE_opt_0p3.xyz,Nucleus 57C :,-0.16135,-0.70342,-15.68304,29.19,131.39,-30.57,-13.24,237.54,277.03,322.24,-116.17,-286.46,-346.59,-30.57,-13.24,131.39,0,161.96,-0.79
KLaL_cation_pi_RCCE_opt_0p3.xyz,Nucleus 52N :,-0.9608,1.73763,-13.83124,170.12,104.91,198.92,206.52,304.4,350.74,419.26,-279.87,-118.35,-165.84,104.91,198.92,206.52,0,101.61,0.85
KLaL_cation_pi_RCCE_opt_0p3.xyz,Nucleus 54N :,-0.9621,2.74135,-13.79599,178.09,226.2,182.82,125.24,219.9,322.11,388.75,-37.72,-209.22,-149.55,125.24,182.82,226.2,0,100.96,0.14
KLaL_cation_pi_RCCE_opt_0p3.xyz,Nucleus 59N :,-1.16151,1.24139,-12.97253,177.73,226.06,182.77,124.37,411.3,317.66,371.22,-100.68,-224.55,-241.74,124.37,182.77,226.06,0,101.69,0.15
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 3H :,1.85056,-3.65399,-14.42354,27.66,34.58,24.87,23.54,-81.93,77.36,23.45,108.24,3.19,-47.32,23.54,24.87,34.58,0,11.04,-0.76
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 4H :,-1.00867,-3.16908,-13.28325,26.87,23.3,27.33,29.98,-57.52,14.32,84.69,82.4,13.78,-57.06,23.3,27.33,29.98,0,6.68,0.21
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 7H :,2.41198,-2.20461,-16.88088,24.33,29.02,23.42,20.54,-51.62,64.38,97.73,76.53,-39.23,-74.8,20.54,23.42,29.02,0,8.48,-0.32
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 9H :,3.34765,-1.9455,-17.38756,24.77,21.2,26.28,26.82,4.16,95.28,71.04,21.72,-69.03,-48.89,21.2,26.28,26.82,0,5.62,0.81
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 11H :,2.39691,-3.29532,-16.81784,24.23,29.06,20.42,23.2,141.48,56.86,32.52,-117.17,-31.94,-9.07,20.42,23.2,29.06,0,8.64,-0.36
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 14H :,2.4252,-1.57784,-15.50033,26.22,22.96,29.5,26.21,17.34,92.47,67.79,8.85,-68.39,-39.39,22.96,26.21,29.5,0,6.54,-0.0
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 15H :,2.68791,-0.21348,-15.39687,27.87,34.87,25.17,23.57,134.63,36.93,60.51,-107.96,-3.85,-36.65,23.57,25.17,34.87,0,11.3,-0.72
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 18H :,2.98968,0.34051,-16.28164,23.66,28.07,22.68,20.24,125.16,85.67,37.17,-103.13,-63.72,-10.16,20.24,22.68,28.07,0,7.83,-0.38
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 20H :,2.57849,0.43438,-14.17723,24.26,20.61,26.28,25.89,89.67,101.37,35.04,-63.66,-80.39,-9.26,20.61,25.89,26.28,0,5.67,0.86
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 22H :,2.82822,1.48929,-14.10622,23.94,23.12,20.25,28.44,122.13,24.83,70.67,-98.92,2.81,-49.7,20.25,23.12,28.44,0,8.19,-0.3
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 29H :,2.14561,-0.24168,-13.06379,27.5,34.49,24.76,23.24,128.93,8.49,27.7,-100.83,22.34,-4.15,23.24,24.76,34.49,0,11.25,-0.73
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 30H :,2.02109,0.28044,-12.11936,26.99,23.29,27.55,30.13,4.79,90.93,62.98,22.6,-65.65,-34.69,23.29,27.55,30.13,0,6.84,0.25
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 33H :,1.85668,-1.6211,-13.12241,24.12,28.86,23.04,20.45,132.44,17.83,4.32,-108.28,6.73,19.29,20.45,23.04,28.86,0,8.41,-0.39
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 35H :,1.26442,-2.28521,-11.89554,24.51,20.89,25.97,26.68,91.7,-29.42,5.44,-65.76,54.38,17.2,20.89,25.97,26.68,0,5.79,0.76
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 37H :,1.23472,-3.36627,-12.0504,24.19,29.06,20.47,23.04,-92.33,84.2,16.62,117.32,-60.8,7.55,20.47,23.04,29.06,0,8.59,-0.4
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 40H :,1.91674,-2.09261,-11.03742,27.12,23.61,30.19,27.56,60.14,-71.12,-21.09,-31.54,94.73,50.24,23.61,27.56,30.19,0,6.58,0.2
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 41H :,-0.11608,-1.76989,-11.58662,27.45,34.56,24.68,23.12,-117.11,57.99,-37.76,141.6,-24.19,61.82,23.12,24.68,34.56,0,11.44,-0.73
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 44H :,-0.34726,-0.74504,-10.66249,23.79,28.29,22.86,20.21,61.43,-86.97,-41.28,-35.56,108.77,64.97,20.21,22.86,28.29,0,8.08,-0.35
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 46H :,0.48968,-0.37756,-10.07614,24.19,20.53,26.2,25.83,71.35,-31.66,-68.16,-45.62,57.85,88.8,20.53,25.83,26.2,0,5.67,0.87
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 48H :,-1.61623,-0.22215,-10.4753,23.74,28.19,22.83,20.2,65.98,-48.4,-7.66,-39.52,71.2,29.63,20.2,22.83,28.19,0,7.99,-0.34
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 53H :,-1.78286,0.55559,-9.73755,30.58,38.59,30.68,22.47,10.03,94.47,112.94,13.0,-78.94,-59.76,22.47,30.68,38.59,0,16.12,0.02
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 55H :,-2.67282,-0.71904,-11.20753,28.33,21.92,25.69,37.39,-30.14,25.99,85.03,53.37,0.9,-50.15,21.92,25.69,37.39,0,15.47,-0.51
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 56H :,-3.67284,-0.32653,-11.04041,29.26,38.58,22.14,27.05,-61.46,36.55,94.68,83.71,1.25,-66.95,22.14,27.05,38.58,0,16.44,-0.4
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 58H :,-2.50759,-1.75085,-12.13052,30.73,38.62,30.78,22.8,14.48,49.15,116.2,-93.14,16.57,-11.06,22.8,30.78,38.62,0,15.82,0.01
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 60H :,-1.21105,-2.26606,-12.34584,28.33,37.37,21.94,25.67,95.04,66.27,22.51,-70.06,-38.86,10.08,21.94,25.67,37.37,0,15.43,-0.52
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 61H :,2.06614,-2.26271,-14.33433,29.23,38.6,22.15,26.94,143.27,7.69,89.92,-120.59,19.57,-52.18,22.15,26.94,38.6,0,16.45,-0.42
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 62H :,-3.05617,-3.70143,-15.43508,25.93,37.36,18.46,21.96,22.51,41.27,67.08,-1.0,-12.06,-40.02,18.46,21.96,37.36,0,18.9,-0.63
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 63H :,-0.20716,-3.15713,-16.57412,24.63,35.78,22.5,15.61,84.92,40.3,12.81,-51.04,-18.06,4.97,15.61,22.5,35.78,0,20.17,-0.32
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 64H :,-3.64618,-2.26946,-12.97424,27.77,42.29,19.49,21.52,77.15,-19.97,8.45,-36.89,41.14,13.41,19.49,21.52,42.29,0,22.8,-0.82
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 65H :,-4.58558,-2.02912,-12.46536,24.3,36.42,22.2,14.28,19.04,51.82,39.04,7.13,-11.98,-32.16,14.28,22.2,36.42,0,22.14,-0.28
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 2C :,-3.63086,-3.36289,-13.04152,152.03,135.17,163.43,157.5,300.27,170.41,224.3,-9.02,-146.75,-83.11,135.17,157.5,163.43,0,28.26,0.58
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 5C :,-3.67186,-1.63971,-14.35326,42.67,162.24,9.57,-43.79,259.01,295.97,279.31,-108.14,-281.84,-316.28,-43.79,9.57,162.24,0,206.03,-0.48
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 6C :,-3.9616,-0.28059,-14.4534,47.42,165.43,-58.52,35.36,214.53,324.23,293.67,-72.04,-369.31,-248.82,-58.52,35.36,165.43,0,223.95,-0.16
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 8C :,-4.26639,0.26235,-13.56389,55.39,177.19,-56.46,45.45,222.5,337.25,287.73,-72.33,-261.14,-347.81,-56.46,45.45,177.19,0,233.65,-0.13
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 10C :,-3.86508,0.37227,-15.67146,44.63,166.02,31.02,-63.14,229.14,343.72,294.38,-107.12,-345.55,-280.67,-63.14,31.02,166.02,0,229.16,-0.18
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 12C :,-4.13466,1.42199,-15.74103,42.24,163.93,-39.87,2.66,229.61,315.43,271.62,-77.81,-332.58,-279.54,-39.87,2.66,163.93,0,203.8,-0.58
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 13C :,-3.41889,-0.29236,-16.78652,152.45,134.44,164.44,158.48,341.17,245.76,289.34,-89.98,-176.9,-152.03,134.44,158.48,164.44,0,30.0,0.6
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 16C :,-3.30176,0.23385,-17.72915,43.62,160.99,-28.7,-1.44,319.0,260.92,240.26,-85.93,-346.65,-256.75,-28.7,-1.44,160.99,0,189.69,-0.71
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 17C :,-3.10266,-1.66591,-16.73126,44.99,-59.71,37.91,156.78,346.72,283.16,259.05,-382.72,-245.47,-125.77,-59.71,37.91,156.78,0,216.49,-0.1
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 19C :,-2.49736,-2.31516,-17.95972,59.68,176.06,50.09,-47.12,331.69,236.99,283.44,-107.73,-279.08,-286.27,-47.12,50.09,176.06,0,223.18,-0.13
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 21C :,-2.47907,-3.407,-17.86462,49.25,-53.32,43.89,157.19,362.05,267.18,253.21,-388.8,-106.18,-239.7,-53.32,43.89,157.19,0,210.51,-0.08
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 23C :,-3.14888,-2.11605,-18.81737,47.29,155.8,-31.03,17.1,331.02,255.99,286.6,-351.79,-271.2,-108.75,-31.03,17.1,155.8,0,186.83,-0.48
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 24C :,-1.12737,-1.77181,-18.26735,21.25,121.33,11.78,-69.37,250.19,308.61,286.81,-159.3,-289.14,-333.44,-69.37,11.78,121.33,0,190.7,-0.15
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 25C :,-0.91658,-0.74033,-19.18898,21.56,110.35,-59.43,13.76,221.13,290.62,272.27,-112.57,-342.64,-264.13,-59.43,13.76,110.35,0,169.78,-0.14
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 28C :,-1.75776,-0.38293,-19.77633,152.88,135.41,164.69,158.55,328.43,214.67,272.6,-166.32,-73.03,-117.7,135.41,158.55,164.69,0,29.28,0.58
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 31C :,0.34176,-0.19192,-19.37488,40.89,163.74,4.26,-45.34,213.15,280.75,256.19,-68.1,-247.07,-312.26,-45.34,4.26,163.74,0,209.08,-0.53
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 32C :,0.49023,0.59144,-20.11041,44.76,165.74,-60.95,29.48,190.87,326.54,269.78,-102.93,-258.65,-291.34,-60.95,29.48,165.74,0,226.69,-0.2
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 34C :,1.40802,-0.66952,-18.64383,50.96,178.36,-62.56,37.07,328.62,176.27,242.67,-47.24,-340.86,-206.59,-62.56,37.07,178.36,0,240.92,-0.17
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 36C :,2.40209,-0.26185,-18.80495,44.72,166.42,28.97,-61.22,145.0,330.63,242.38,-38.65,-353.63,-191.57,-61.22,28.97,166.42,0,227.64,-0.21
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 38C :,1.26331,-1.70665,-17.72336,42.57,163.51,-43.44,7.63,220.24,288.84,307.88,-116.27,-266.46,-306.53,-43.44,7.63,163.51,0,206.95,-0.51
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 39C :,-0.02275,-2.248,-17.50932,153.82,136.58,165.87,159.02,271.84,142.31,192.28,17.07,-112.71,-49.32,136.58,159.02,165.87,0,29.29,0.53
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 42C :,-3.29932,-2.31449,-15.5209,45.7,156.13,-33.17,14.15,164.9,234.72,273.97,-52.88,-250.17,-233.43,-33.17,14.15,156.13,0,189.3,-0.5
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 43C :,-0.634,-0.13327,-14.92549,46.78,-56.91,39.98,157.26,143.42,205.92,289.36,-302.98,-141.21,-54.15,-56.91,39.98,157.26,0,214.17,-0.1
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 45C :,-0.61955,-0.62075,-14.04083,58.68,176.42,47.95,-48.33,305.52,224.14,211.93,-35.84,-176.55,-353.18,-48.33,47.95,176.42,0,224.75,-0.14
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 47C :,-0.34639,1.84638,-16.01492,46.91,-56.14,39.92,156.96,170.45,304.27,230.88,-305.89,-185.92,-73.05,-56.14,39.92,156.96,0,213.1,-0.1
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 49C :,-0.35573,2.85022,-16.04481,46.51,161.46,-24.4,2.48,224.44,260.44,300.73,-101.05,-245.34,-299.68,-24.4,2.48,161.46,0,185.86,-0.71
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 50C :,-0.07021,1.35851,-16.85674,22.5,-69.91,15.68,121.72,144.38,261.96,278.81,-35.68,-247.8,-334.18,-69.91,15.68,121.72,0,191.63,-0.11
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 51C :,-0.64706,1.18323,-14.92389,28.54,105.03,-57.71,38.29,153.51,295.75,271.23,-82.84,-227.41,-324.63,-57.71,38.29,105.03,0,162.74,0.18
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 57C :,-0.16135,-0.60342,-15.68304,29.1,131.03,-30.61,-13.11,237.46,277.01,321.54,-116.58,-286.27,-345.85,-30.61,-13.11,131.03,0,161.64,-0.78
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 52N :,-0.9608,1.83763,-13.83124,170.94,105.1,198.86,208.85,419.51,350.66,304.71,-279.38,-118.77,-163.91,105.1,198.86,208.85,0,103.75,0.81
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 54N :,-0.9621,2.84135,-13.79599,178.27,226.96,182.62,125.23,218.57,322.04,387.68,-36.59,-207.98,-148.93,125.23,182.62,226.96,0,101.73,0.13
KLaL_cation_pi_RCCE_opt_0p4.xyz,Nucleus 59N :,-1.16151,1.34139,-12.97253,177.9,226.78,182.59,124.34,411.41,317.75,370.1,-224.7,-240.94,-99.92,124.34,182.59,226.78,0,102.44,0.14
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 3H :,1.85056,-3.65399,-14.42354,27.67,34.56,24.89,23.57,-81.64,77.24,22.87,107.95,-47.13,3.73,23.57,24.89,34.56,0,10.99,-0.76
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 4H :,-1.00867,-3.16908,-13.28325,26.87,23.32,27.32,29.98,-57.45,13.83,84.57,82.35,14.29,-56.97,23.32,27.32,29.98,0,6.66,0.2
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 7H :,2.41198,-2.20461,-16.88088,24.33,29.02,23.41,20.56,-50.45,64.08,97.77,75.36,-38.91,-74.86,20.56,23.41,29.02,0,8.46,-0.33
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 9H :,3.34765,-1.9455,-17.38756,24.77,21.26,26.23,26.81,4.25,95.74,71.24,21.63,-69.48,-49.07,21.26,26.23,26.81,0,5.55,0.79
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 11H :,2.39691,-3.29532,-16.81784,24.23,29.07,20.44,23.19,140.58,56.99,32.66,-116.22,-32.07,-9.24,20.44,23.19,29.07,0,8.63,-0.36
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 14H :,2.4252,-1.57784,-15.50033,26.22,22.97,29.51,26.19,17.26,92.41,68.28,8.9,-68.33,-39.85,22.97,26.19,29.51,0,6.54,-0.01
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 15H :,2.68791,-0.21348,-15.39687,27.88,34.85,25.19,23.6,134.34,36.95,60.98,-107.68,-3.87,-37.08,23.6,25.19,34.85,0,11.25,-0.72
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 18H :,2.98968,0.34051,-16.28164,23.67,28.07,22.68,20.27,125.31,85.92,37.32,-103.27,-63.92,-10.34,20.27,22.68,28.07,0,7.8,-0.38
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 20H :,2.57849,0.43438,-14.17723,24.28,20.65,26.3,25.88,90.09,101.52,35.03,-64.09,-80.47,-9.25,20.65,25.88,26.3,0,5.65,0.85
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 22H :,2.82822,1.48929,-14.10622,23.95,23.11,20.28,28.45,122.52,24.8,70.93,-99.3,2.8,-49.92,20.28,23.11,28.45,0,8.17,-0.31
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 29H :,2.14561,-0.24168,-13.06379,27.5,34.47,24.77,23.27,128.61,8.55,28.1,-100.51,22.3,-4.52,23.27,24.77,34.47,0,11.2,-0.73
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 30H :,2.02109,0.28044,-12.11936,26.99,23.3,27.55,30.12,4.81,90.82,63.26,22.58,-65.56,-34.92,23.3,27.55,30.12,0,6.82,0.25
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 33H :,1.85668,-1.6211,-13.12241,24.11,28.86,23.01,20.47,132.29,17.6,4.36,-108.14,6.96,19.27,20.47,23.01,28.86,0,8.39,-0.39
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 35H :,1.26442,-2.28521,-11.89554,24.51,20.95,25.92,26.67,91.89,-30.0,5.33,-65.99,55.0,17.29,20.95,25.92,26.67,0,5.72,0.74
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 37H :,1.23472,-3.36627,-12.0504,24.19,29.07,20.49,23.02,-91.97,84.26,16.82,117.0,7.36,-60.89,20.49,23.02,29.07,0,8.58,-0.41
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 40H :,1.91674,-2.09261,-11.03742,27.12,23.62,30.19,27.56,60.23,-70.96,-20.92,-31.67,94.58,50.1,23.62,27.56,30.19,0,6.57,0.2
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 41H :,-0.11608,-1.76989,-11.58662,27.46,34.54,24.7,23.14,-116.7,58.01,-37.61,141.2,-24.22,61.7,23.14,24.7,34.54,0,11.4,-0.73
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 44H :,-0.34726,-0.74504,-10.66249,23.79,28.29,22.86,20.23,61.34,-87.43,-41.27,-35.49,109.23,65.0,20.23,22.86,28.29,0,8.06,-0.35
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 46H :,0.48968,-0.37756,-10.07614,24.2,20.57,26.22,25.82,71.37,-32.5,-68.31,-45.65,58.72,88.99,20.57,25.82,26.22,0,5.65,0.86
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 48H :,-1.61623,-0.22215,-10.4753,23.75,28.19,22.82,20.23,65.92,-48.73,-8.45,-39.51,71.55,30.45,20.23,22.82,28.19,0,7.96,-0.35
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 53H :,-1.78286,0.55559,-9.73755,30.7,38.65,30.66,22.8,10.96,95.2,113.75,12.34,-80.09,-60.05,22.8,30.66,38.65,0,15.85,-0.01
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 55H :,-2.67282,-0.71904,-11.20753,28.24,21.79,25.56,37.38,-31.22,25.77,84.0,54.33,0.99,-49.13,21.79,25.56,37.38,0,15.59,-0.52
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 56H :,-3.67284,-0.32653,-11.04041,29.07,38.18,21.96,27.08,-62.45,35.74,92.67,84.52,1.58,-64.85,21.96,27.08,38.18,0,16.22,-0.37
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 58H :,-2.50759,-1.75085,-12.13052,30.85,38.7,30.73,23.11,14.54,48.66,114.49,-91.11,16.44,-10.49,23.11,30.73,38.7,0,15.59,-0.02
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 60H :,-1.21105,-2.26606,-12.34584,28.24,37.36,21.8,25.55,94.24,65.46,22.44,-69.32,-38.17,10.06,21.8,25.55,37.36,0,15.56,-0.52
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 61H :,2.06614,-2.26271,-14.33433,29.04,38.19,21.96,26.98,143.34,8.52,89.09,-120.85,18.8,-51.77,21.96,26.98,38.19,0,16.23,-0.38
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 62H :,-3.05617,-3.70143,-15.43508,25.91,37.36,18.41,21.95,22.21,41.37,67.27,-0.64,-12.18,-40.32,18.41,21.95,37.36,0,18.95,-0.63
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 63H :,-0.20716,-3.15713,-16.57412,24.64,35.77,22.56,15.58,85.02,40.72,12.99,-51.19,-18.34,4.71,15.58,22.56,35.77,0,20.19,-0.31
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 64H :,-3.64618,-2.26946,-12.97424,27.77,42.27,19.5,21.54,77.12,-19.83,8.4,-36.87,41.01,13.48,19.5,21.54,42.27,0,22.77,-0.82
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 65H :,-4.58558,-2.02912,-12.46536,24.3,36.42,22.26,14.23,19.48,52.08,38.74,6.53,-11.48,-32.42,14.23,22.26,36.42,0,22.19,-0.28
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 2C :,-3.63086,-3.36289,-13.04152,152.01,135.15,163.41,157.46,299.57,170.22,223.03,-8.84,-145.83,-82.13,135.15,157.46,163.41,0,28.26,0.58
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 5C :,-3.67186,-1.63971,-14.35326,42.36,162.2,8.7,-43.83,259.32,296.02,279.16,-108.15,-283.23,-316.05,-43.83,8.7,162.2,0,206.03,-0.49
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 6C :,-3.9616,-0.28059,-14.4534,47.77,165.4,-58.19,36.1,217.2,322.97,293.95,-73.81,-368.86,-248.15,-58.19,36.1,165.4,0,223.59,-0.16
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 8C :,-4.26639,0.26235,-13.56389,55.63,177.15,-56.49,46.23,223.59,336.38,288.02,-73.1,-259.79,-348.22,-56.49,46.23,177.15,0,233.64,-0.12
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 10C :,-3.86508,0.37227,-15.67146,44.91,166.0,31.6,-62.86,230.75,342.24,293.0,-107.48,-343.7,-280.07,-62.86,31.6,166.0,0,228.86,-0.17
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 12C :,-4.13466,1.42199,-15.74103,41.92,163.88,-39.89,1.78,229.07,315.33,271.36,-77.58,-332.39,-280.03,-39.89,1.78,163.88,0,203.77,-0.59
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 13C :,-3.41889,-0.29236,-16.78652,152.43,134.44,164.41,158.44,341.12,245.75,290.4,-89.98,-176.87,-153.12,134.44,158.44,164.41,0,29.97,0.6
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 16C :,-3.30176,0.23385,-17.72915,43.59,160.94,-28.64,-1.54,318.53,261.2,242.44,-86.4,-346.21,-258.79,-28.64,-1.54,160.94,0,189.58,-0.71
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 17C :,-3.10266,-1.66591,-16.73126,45.08,-59.69,38.19,156.73,347.51,283.34,259.42,-383.51,-245.61,-125.93,-59.69,38.19,156.73,0,216.42,-0.1
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 19C :,-2.49736,-2.31516,-17.95972,59.91,175.98,50.63,-46.88,332.91,236.77,283.36,-107.79,-286.4,-279.12,-46.88,50.63,175.98,0,222.86,-0.12
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 21C :,-2.47907,-3.407,-17.86462,49.3,-53.36,44.13,157.14,362.95,267.25,253.4,-390.43,-105.75,-239.52,-53.36,44.13,157.14,0,210.5,-0.07
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 23C :,-3.14888,-2.11605,-18.81737,47.35,155.72,-30.79,17.11,329.67,287.01,257.05,-350.78,-271.77,-109.12,-30.79,17.11,155.72,0,186.51,-0.49
KLaL_cation_pi_RCCE_opt_0p5.xyz,Nucleus 24C :,-1.12737,-1.77181,-18.26735,20.98,121.23,11.32,-69.6,250.4,309.61,287.99,-158.2,-290.89,-335.95,-69.6,11.32,121.23,0,190.83,-0.15
